experiment_name,algorithm,scenario,topology,num_packets,packet_size_bytes,t_round_ms,cooldown_ms,lambda_div,point_budget,total_packets_sent,total_packets_received,total_packets_lost,total_packets_unaccounted,packet_loss_rate_percent,latency_avg_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,total_path_switches,wall_clock_seconds
lowest_latency__thundering_herd__sciera_large__np1000_tr5000_cd5000_ld0.3_b100,lowest_latency,thundering_herd,topologies/sciera_large.json,1000,1500,5000,5000,0.3,100,242342,1088,0,241254,0.0,50898.7939,49134.0041,105219.0114,112244.0128,274.0002,114729.0131,0,11.144
