experiment_name,algorithm,scenario,topology,num_packets,packet_size_bytes,t_round_ms,cooldown_ms,lambda_div,point_budget,total_packets_sent,total_packets_received,total_packets_lost,total_packets_unaccounted,packet_loss_rate_percent,latency_avg_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,total_path_switches,wall_clock_seconds
sapex__scenario_B.json__topologies_sciera_large.json__np1000_tr2000_cd100_ld1.0_b100,sapex,scenario_B.json,topologies/sciera_large.json,1000,1500,2000,100,1.0,100,9555,9348,0,207,0.0,268768.3756,293336.0187,497615.0306,548611.0335,182.0003,564118.0344,350,7.827
