experiment_name,algorithm,scenario,topology,num_packets,packet_size_bytes,t_round_ms,cooldown_ms,lambda_div,point_budget,total_packets_sent,total_packets_received,total_packets_lost,total_packets_unaccounted,packet_loss_rate_percent,latency_avg_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,total_path_switches,wall_clock_seconds
sapex__scenario_B.json__topologies_sciera_large.json__np1000_tr2000_cd100_ld1.0_b100,sapex,scenario_B.json,topologies/sciera_large.json,1000,1500,2000,100,1.0,100,19113,23910,0,0,0.0,284900.1986,284287.0268,543725.0533,563104.0,182.0003,569969.033,344,10.773
